0.6353 	WARNING 	Movie2 stim could not be imported and won't be available
22.4304 	EXP 	New trial (rep=0, index=8): {u'correct_ans': u'up', u'images': u'images/icecream_hog.jpeg', u'type_of_image': u'hog'}
22.4466 	EXP 	message: autoDraw = False
22.4466 	EXP 	image: image = u'images/icecream_hog.jpeg'
22.4466 	EXP 	image: autoDraw = True
23.8868 	DATA 	Keypress: up
23.9032 	EXP 	image: autoDraw = False
23.9032 	EXP 	message: text = 'Correct!'
23.9032 	EXP 	message: autoDraw = True
24.8914 	EXP 	New trial (rep=0, index=9): {u'correct_ans': u'right', u'images': u'images/rat_cat.jpeg', u'type_of_image': u'cat'}
24.9076 	EXP 	message: autoDraw = False
24.9076 	EXP 	image: image = u'images/rat_cat.jpeg'
24.9076 	EXP 	image: autoDraw = True
25.4104 	DATA 	Keypress: right
25.4266 	EXP 	image: autoDraw = False
25.4266 	EXP 	message: text = 'Correct!'
25.4266 	EXP 	message: autoDraw = True
26.4238 	EXP 	Imported images/datafile.xlsx as conditions, 10 conditions, 3 params
26.4244 	EXP 	Created sequence: random, trialTypes=10, nReps=1, seed=None
26.4251 	EXP 	New trial (rep=0, index=0): {u'correct_ans': u'left', u'images': u'images/gorilla_tongue.jpeg', u'type_of_image': u'gorilla'}
26.4478 	EXP 	message: autoDraw = False
26.4478 	EXP 	image: image = u'images/gorilla_tongue.jpeg'
26.4478 	EXP 	image: autoDraw = True
26.9338 	DATA 	Keypress: left
26.9355 	EXP 	New trial (rep=0, index=1): {u'correct_ans': u'right', u'images': u'images/rat_cat.jpeg', u'type_of_image': u'cat'}
26.9500 	EXP 	image: autoDraw = False
26.9500 	EXP 	image: image = u'images/rat_cat.jpeg'
26.9500 	EXP 	image: autoDraw = True
27.5365 	DATA 	Keypress: right
27.5378 	EXP 	New trial (rep=0, index=2): {u'correct_ans': u'right', u'images': u'images/cat_eyes.jpeg', u'type_of_image': u'cat'}
27.5527 	EXP 	image: autoDraw = False
27.5527 	EXP 	image: image = u'images/cat_eyes.jpeg'
27.5527 	EXP 	image: autoDraw = True
31.2698 	DATA 	Keypress: right
31.2710 	EXP 	New trial (rep=0, index=3): {u'correct_ans': u'left', u'images': u'images/gorilla_face.jpeg', u'type_of_image': u'gorilla'}
31.2861 	EXP 	image: autoDraw = False
31.2861 	EXP 	image: image = u'images/gorilla_face.jpeg'
31.2861 	EXP 	image: autoDraw = True
31.9562 	DATA 	Keypress: left
31.9575 	EXP 	New trial (rep=0, index=4): {u'correct_ans': u'right', u'images': u'images/ear_muffs_cat.jpeg', u'type_of_image': u'cat'}
31.9724 	EXP 	image: autoDraw = False
31.9724 	EXP 	image: image = u'images/ear_muffs_cat.jpeg'
31.9724 	EXP 	image: autoDraw = True
32.6425 	DATA 	Keypress: right
32.6439 	EXP 	New trial (rep=0, index=5): {u'correct_ans': u'up', u'images': u'images/icecream_hog.jpeg', u'type_of_image': u'hog'}
32.6588 	EXP 	image: autoDraw = False
32.6588 	EXP 	image: image = u'images/icecream_hog.jpeg'
32.6588 	EXP 	image: autoDraw = True
33.2620 	DATA 	Keypress: up
33.2633 	EXP 	New trial (rep=0, index=6): {u'correct_ans': u'up', u'images': u'images/egg_hog.jpeg', u'type_of_image': u'hog'}
33.2783 	EXP 	image: autoDraw = False
33.2783 	EXP 	image: image = u'images/egg_hog.jpeg'
33.2783 	EXP 	image: autoDraw = True
34.0320 	DATA 	Keypress: up
34.0333 	EXP 	New trial (rep=0, index=7): {u'correct_ans': u'up', u'images': u'images/santa_hog.jpeg', u'type_of_image': u'hog'}
34.0483 	EXP 	image: autoDraw = False
34.0483 	EXP 	image: image = u'images/santa_hog.jpeg'
34.0483 	EXP 	image: autoDraw = True
34.7854 	DATA 	Keypress: up
34.7867 	EXP 	New trial (rep=0, index=8): {u'correct_ans': u'left', u'images': u'images/gorilla_fat.jpeg', u'type_of_image': u'gorilla'}
34.8017 	EXP 	image: autoDraw = False
34.8017 	EXP 	image: image = u'images/gorilla_fat.jpeg'
34.8017 	EXP 	image: autoDraw = True
35.4721 	DATA 	Keypress: left
35.4892 	EXP 	New trial (rep=0, index=9): {u'correct_ans': u'up', u'images': u'images/marshmallow_hog.jpeg', u'type_of_image': u'hog'}
35.5048 	EXP 	image: autoDraw = False
35.5048 	EXP 	image: image = u'images/marshmallow_hog.jpeg'
35.5048 	EXP 	image: autoDraw = True
36.2754 	DATA 	Keypress: right
